G_Assignment_Layered.R_Assignment_LCW.Grouping_Greedy,40.01,0.0994987
G_Assignment_Layered.R_Assignment_LCW.Grouping_Random,46,0
G_Assignment_Layered.R_Assignment_LSP.Grouping_Greedy,40.01,0.0994987
G_Assignment_Layered.R_Assignment_LSP.Grouping_Random,46,0
G_Assignment_Layered.R_Assignment_Random.Grouping_Greedy,40.01,0.0994987
G_Assignment_Layered.R_Assignment_Random.Grouping_Random,46,0
G_Assignment_Random.R_Assignment_LCW.Grouping_Greedy,40.99,0.0994987
G_Assignment_Random.R_Assignment_LCW.Grouping_Random,44.01,0.0994987
G_Assignment_Random.R_Assignment_LSP.Grouping_Greedy,40.99,0.0994987
G_Assignment_Random.R_Assignment_LSP.Grouping_Random,44.01,0.0994987
G_Assignment_Random.R_Assignment_Random.Grouping_Greedy,40.99,0.0994987
G_Assignment_Random.R_Assignment_Random.Grouping_Random,44.01,0.0994987
G_Assignment_Simple.R_Assignment_LCW.Grouping_Greedy,43.99,0.0994987
G_Assignment_Simple.R_Assignment_LCW.Grouping_Random,45.99,0.0994987
G_Assignment_Simple.R_Assignment_LSP.Grouping_Greedy,43.99,0.0994987
G_Assignment_Simple.R_Assignment_LSP.Grouping_Random,45.99,0.0994987
G_Assignment_Simple.R_Assignment_Random.Grouping_Greedy,43.99,0.0994987
G_Assignment_Simple.R_Assignment_Random.Grouping_Random,45.99,0.0994987
R_Assignment_LCW.G_Assignment_Layered.Grouping_Greedy,39,0
R_Assignment_LCW.G_Assignment_Layered.Grouping_Random,47.01,0.0994987
R_Assignment_LCW.G_Assignment_Random.Grouping_Greedy,39.01,0.0994987
R_Assignment_LCW.G_Assignment_Random.Grouping_Random,45,0
R_Assignment_LCW.G_Assignment_Simple.Grouping_Greedy,40.99,0.0994987
R_Assignment_LCW.G_Assignment_Simple.Grouping_Random,45.02,0.198997
R_Assignment_LSP.G_Assignment_Layered.Grouping_Greedy,40,0
R_Assignment_LSP.G_Assignment_Layered.Grouping_Random,45.99,0.0994987
R_Assignment_LSP.G_Assignment_Random.Grouping_Greedy,41,0
R_Assignment_LSP.G_Assignment_Random.Grouping_Random,44.01,0.0994987
R_Assignment_LSP.G_Assignment_Simple.Grouping_Greedy,39.01,0.0994987
R_Assignment_LSP.G_Assignment_Simple.Grouping_Random,44.01,0.0994987
R_Assignment_Random.G_Assignment_Layered.Grouping_Greedy,38,0
R_Assignment_Random.G_Assignment_Layered.Grouping_Random,47,0
R_Assignment_Random.G_Assignment_Random.Grouping_Greedy,40.01,0.0994987
R_Assignment_Random.G_Assignment_Random.Grouping_Random,44.01,0.0994987
R_Assignment_Random.G_Assignment_Simple.Grouping_Greedy,39.01,0.0994987
R_Assignment_Random.G_Assignment_Simple.Grouping_Random,44.01,0.0994987
